Query,Ambiguity Type,Retrieved,Retrieved Count,Context Length,Retrieved Context,Ground Truth,Prediction,Similarity,Expert1,Expert2,Final Label,,,,,,
Which building inside Dumka Sadar Hospital is the main ward?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The main inpatient ward at Dumka Sadar Hospital is housed in the central block of the hospital complex, directly behind the emergency building."," To provide an accurate response, I would need specific information about the layout and nomenclature of Dumka Sadar Hospital. Generally, a main ward could refer to a large ward where patients are usually admitted for regular medical care. However, hospital names and structures can vary significantly worldwide, so it's best to consult hospital-specific information or personnel for precise details regarding Dumka Sadar Hospital.",0.8324,Not Correct,Not Correct,Halucinate,1,1,431,143,3.013986014,1
Which floor of the administrative building of the hospital houses the ICU?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The ICU at Dumka Sadar Hospital is located on the ground floor of the main hospital building, adjacent to the emergency ward."," The location of the Intensive Care Unit (ICU) can vary greatly depending on the specific layout and design of each hospital. It's not uncommon for the ICU to be located on different floors, with some hospitals having the ICU on higher floors closer to the rooftop due to the need for additional space, specialized equipment, and improved access to emergency services. However, in many hospitals, the ICU is often found on upper floors as it provides better views for observation purposes and easier access to elevators for transporting patients.

Without specific information about the hospital in question, I cannot definitively say which floor the ICU is located on. It's always a good idea to consult with hospital staff or check the hospital's website if you need this kind of information before visiting.",0.7103,Not Correct,Not Correct,Halucinate,0,1,810,125,6.48,1
Which hill in Trikut Buru is the highest?,Spatial Part Ambiguity | Geometric Result Ambiguity,N/A,N/A,N/A,N/A,The central summit of Trikut Buru is the highest of the three peaks.," The Trikut Hills, located near Sarnath in India, are a group of three hills known as Triveni Sparsh, Chaukhandi Stupa, and Dhamek Stupa. However, among these, none of them are considered as individual hills per se. If you're referring to the highest peak in Buru Sah, which is a part of the Himalayas in India, then that would be Kangchenjunga, not Trikut Hills.",0.6712,Not Correct,Not Correct,Halucinate,0,0,363,68,5.338235294,1
Which hills are adjacent to Marang Buru?,Relational Semantic Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,The hills adjacent to Marang Buru include the Belpahari and Lagwa hills within the Dumka-Godda uplands.," Marang Buru is a hill in the state of Pahang, Malaysia. The exact location of Marang Buru isn't known as it's not a well-known tourist spot. However, nearby geographical features include Mount Benom (Gunung Benom), which is one of the highest peaks in Peninsular Malaysia. Other hills in the vicinity might include Gunung Lenga and Gunung Pasir Besar, but I would recommend checking more accurate maps or local sources for definitive information.",0.5886,Not Correct,Not Correct,Halucinate,0,0,447,103,4.339805825,1
Which hospital is next to Baidyanathdham?,Relational Semantic Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,The Baba Baidyanath District Ayurvedic Hospital is located near the Baidyanathdham temple complex.," Baidyanathdham is a temple located in Deoghar, Jharkhand, India. It's not associated with any hospital as such. However, the nearest significant hospitals to Deoghar are:

1. Sadar Hospital Deoghar (government hospital)
2. Zakir Hussain Memorial Medical College and Hospital
3. Dr. Rajendra Memorial Research Institute of Medical Sciences (DRMRIMs), a notable research institute and hospital, is about 50 kilometers away in Chandrapur district of Jharkhand.",0.7626,Not Correct,Not Correct,Halucinate,1,1,458,98,4.673469388,1
Which is bigger Dumka or Deoghar?,Spatial Granularity Ambiguity | Locational Extent Ambiguity,N/A,N/A,N/A,N/A,"Deoghar municipal corporation is larger in population and urban extent compared to Dumka municipality; however, Dumka district (3716 sq km) is larger in geographical area than Deoghar district (2477 sq km)."," Deoghar is larger than Dumka. Deoghar is a city and a municipal corporation in the Santhal Pargana district in the Indian state of Jharkhand, while Dumka is a town and a notified area committee in the same district but smaller in size.",0.8675,Correct,Correct,Ok,1,1,236,206,1.145631068,0
Which landmark building contains the District Court in Dumka?,Semantic Result Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"The District Court of Dumka is housed in the District Court Building complex situated near the Collectorate, adjacent to the District Bar Association hall."," The District Court in Dumka, India, is located in the Darbari Anusthan Mandap, also known as the Darbārī Annadan Mandāp or simply Annadan Mandap. This is a historic structure that was built during the British Raj era and is a prominent landmark in Dumka. It serves not just as a court building but also as a community hall for various events.",0.639,Not Correct,Not Correct,Halucinate,0,0,346,155,2.232258065,1
Which locality of Deoghar is the railway station situated in?,Spatial Granularity Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The Deoghar railway station is situated in the Baidyanathdham area (also called Baba Dham locality) of Deoghar city.," The main railway station for Deoghar, a city in India, is located in Deoghar Sadar, which is one of the tehsils (sub-districts) of Deoghar district in Jharkhand. It serves as the primary railway station for the region and is connected to several major cities across India.",0.7807,Correct,Not Correct,Ok,1,1,273,116,2.353448276,0
Which municipal ward does Nayapara belong to in Dumka?,Spatial Granularity Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,Nayapara is a separate revenue village outside the Dumka municipal limits; it is not part of any municipal ward.," As of my last update, Nayapara is located in Dumka city, and it falls under Ward No. 48 in the Dumka Municipal Corporation (DMC). However, I recommend checking the most current information from reliable local sources as boundaries of wards can change over time.",0.7742,Correct,Not Correct,Ok,1,1,262,112,2.339285714,0
Which of the Trikut Buru summits offers the highest viewing point?,Spatial Part Ambiguity | Geometric Result Ambiguity,N/A,N/A,N/A,N/A,"The central peak of Trikut Buru offers the highest viewing point, with panoramic views of the surrounding region."," The Trikut Mountains, also known as Buru Triplets or Buru Peak, are a group of three summits located in the Rishikonda coastal area of Visakhapatnam district in Andhra Pradesh, India. Among these three peaks, the highest is the middle one, which is commonly referred to as Middle Trikut (Hindi: मध्य तृिकूट) or Central Trikut (Hindi: माध्यम तृिकूट).

1. Central Trikut (Middle Peak): 1354 meters (4442 feet) above sea level.
2. North Trikut (Northern Peak): 1073 meters (3517 feet) above sea level.
3. South Trikut (Southern Peak): 1068 meters (3504 feet) above sea level.

The Central Trikut, being the highest among them, offers the best panoramic views of the city, the coastline, and the surrounding landscapes. It is a popular destination for hikers and trekkers in Visakhapatnam.",0.7073,Not Correct,Not Correct,Halucinate,0,1,830,113,7.345132743,1
Which part of Dumka is Nayapara in?,Spatial Part Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Nayapara is in the rural outskirts to the south/southeast of Dumka city, under the Dumka Sadar CD Block."," Nayapara is a village located in the Dumka district of Jharkhand, India. It falls under the jurisdiction of the Sadar block and the constituency of Dumka Lok Sabha seat. It is situated about 7 kilometers away from Dumka, the district headquarters.",0.8827,Correct,Not Correct,Ok,1,1,248,104,2.384615385,0
Which peak of Trikut Buru is the highest?,Spatial Part Ambiguity | Geometric Result Ambiguity,N/A,N/A,N/A,N/A,The middle peak among the three summits of Trikut Buru is the highest.," The highest peak among the three peaks of Trikut Buru (also known as Pobitra Trigons) is Siniolchu, which stands at approximately 6,182 meters (20,315 feet). The other two peaks are Khangchenpo Doro and Kumbhakarna. However, it's essential to confirm the exact heights, as they can vary slightly due to different measurement methods or changes over time.",0.7478,Not Correct,Not Correct,Halucinate,0,1,355,70,5.071428571,1
"Which places in Jharkhand are commonly referred to as ""Baba Dham""?",Toponymical Semantic Ambiguity | Toponymical Naming Ambiguity,N/A,N/A,N/A,N/A,"Baba Baidyanath Dham in Deoghar is the primarily called ""Baba Dham"". Baba Basukinath Dham, in Dumka is sometimes shortened to ""Baba Dham""."," The term ""Baba Dham"" is often associated with Badrinath, Kedarnath, and other prominent pilgrimage sites in the Himalayas dedicated to Lord Vishnu or Lord Shiva. However, there's no widely recognized place in Jharkhand known as ""Baba Dham"". It could be a misnomer or confusion with places outside of Jharkhand. If you have specific locations in mind from Jharkhand, I would recommend double-checking the names to ensure accuracy.",0.7272,Not Correct,Not Correct,Halucinate,0,1,430,138,3.115942029,1
Which police station exercises jurisdiction over the area around Deoghar?,Relational Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The Deoghar Town police station exercises jurisdiction over the core urban area, while the Deoghar Muffasil police station covers the surrounding rural belt."," To provide an accurate answer, I would need specific information about the exact location you're referring to as ""Deoghar."" However, Deoghar is a city and municipality in Jharkhand, India. Generally, the jurisdiction of police stations can vary based on district boundaries.

For Deoghar, which is located in the Deoghar District, the main Police Station for the area is most likely the Deoghar Sadar Police Station. However, there might be other police stations in various towns and villages within the Deoghar District. For precise information, it's best to check with local authorities or visit the official website of Jharkhand Police.",0.645,Not Correct,Not Correct,Halucinate,0,0,640,157,4.076433121,1
Which pond is near Baidyanathdham?,Relational Semantic Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,Mansarovar pond is the water body situated immediately adjacent to the Baidyanathdham temple complex.," The question does not specify which ""Baidyanathdham"" you are referring to. However, one of the most famous Baidyanath Dhams is located in Deoghar, Jharkhand, India. If that's the case, there are several ponds near Baidyanath Temple in Deoghar, such as Lakshman Ghat and Sita Kund. These ponds hold religious significance for many Hindu devotees.",0.6337,Not Correct,Not Correct,Halucinate,0,0,346,101,3.425742574,1
Which prominent landmark stands opposite the western entrance of Baidyanathdham?,Relational Semantic Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,The prominent landmark opposite the western entrance (main gate) of Baidyanathdham is the Baba Baidyanath Dharamshala and the administrative office complex.," The landmark that stands opposite the western entrance of Baidyanathdham is the Giridih Railway Station. Baidyanathdham, a significant Hindu temple complex dedicated to Lord Shiva, is located in Deogarh, Jharkhand, India. While there are no major tourist landmarks directly opposite it, the railway station serves as the nearest prominent structure visible from the entrance of the temple complex.",0.7666,Correct,Not Correct,Ok,1,1,398,156,2.551282051,0
Which road is closest to Mansarovar pond?,Relational Semantic Ambiguity | Relational Geometric Ambiguity,N/A,N/A,N/A,N/A,The road closest to Mansarovar pond is the approach road along the western boundary of the Baidyanathdham temple complex (also known as Baba Dham Road).," The Mansarovar Lake, located in the autonomous region of Tibet (China) near the India-China border, can be accessed via two main roads:

1. Kailash Manasarovar Yatra Road: This route starts at Purkhoi (Pangong Tso) in Leh, Ladakh, India, and passes through Demchok, Aksai Chin, and Lipulekh Pass before reaching the Tibetan Autonomous Region. However, this road is not officially open for tourists due to political reasons between India and China.

2. Sino-Tibetan Highway (G317): This highway starts from Lhasa, the capital of Tibet, and goes through various cities like Shigatse, Gyirong, and Burang before reaching Mansarovar. This is the main road used for the Chinese Kailash Manasarovar Yatra tours, organized by travel agencies in China.

It's important to note that traveling to this area requires a special permit, and the actual route may vary depending on your nationality and the political situation between the countries involved. Always check with local embassies or tour operators for up-to-date information before planning your trip.",0.6561,Not Correct,Not Correct,Halucinate,0,0,1050,152,6.907894737,1
"Which road is next to Baidyanathdham, Deoghar?",Relational Semantic Ambiguity | Toponymical Semantic Ambiguity,N/A,N/A,N/A,N/A,"The main road adjacent to Baidyanathdham is the Baba Mandir Road, which runs along the western and northern boundaries of the temple complex."," The town of Deoghar in India is famous for the Baidyanath Dham, which is a significant Hindu pilgrimage site. However, it's important to note that I don't have real-time data or the ability to physically locate things like roads.

That being said, if you are looking for major roads near Baidyanath Dham, some of them might include:

1. NH31: National Highway 31 runs through Deoghar and is one of the main highways that leads to Baidyanath Dham.
2. State Highway (SH) 29: This state highway also passes through Deoghar and connects it to other parts of Jharkhand and neighboring states.
3. Local roads: There are numerous local roads in Deoghar, some of which lead directly to Baidyanath Dham or run parallel to it. The best way to find out specific information about these roads would be to consult a map or ask a local.",0.6916,Not Correct,Not Correct,Halucinate,0,0,823,141,5.836879433,1
Which roads near Baidyanathdham existed before 2000?,Temporal Spatial Ambiguity | Relational Semantic Ambiguity,N/A,N/A,N/A,N/A,"Roads near Baidyanathdham that existed before 2000 include Baba Mandir Road, Station Road, and the old Deoghar-Sultanganj route."," Detailed information about specific road networks in a particular area, especially one as specific as Baidyanathdham (a temple town located in Deoghar district, Jharkhand, India), prior to the year 2000, can be challenging to find. However, I have found some references that may help answer your question:

1. NH31 - National Highway 31 (old number NH22) connects Deoghar with Patna and Ranchi. This highway has likely existed for a long time since it's one of the primary national highways in the region.

2. SH54 - State Highway 54 links Deoghar to Giridih, another city in Jharkhand.

3. There might have been local roads connecting Baidyanathdham to nearby villages and significant sites like Tapovan, Mantalabari, and Gopeshwar, but specific information is hard to find without a more focused historical study or local resources.",0.7571,Not Correct,Not Correct,Halucinate,1,1,835,128,6.5234375,1
Which schools are situated in the immediate vicinity of Mansarovar pond?,Relational Semantic Ambiguity | Relational Geometric Ambiguity,N/A,N/A,N/A,N/A,Schools in the immediate vicinity of Mansarovar pond include the Baidyanathdham High School and a government primary school within the temple trust premises.," I'm unable to provide real-time, location-specific information. However, Mansarovar is a sacred lake located in Tibet Autonomous Region, China, near Mount Kailash. There are no schools in the immediate vicinity as it is a remote and largely uninhabited region. For education, nomadic children often attend school during the winter months when they are not tending to their flocks, but these schools may be far from Mansarovar. For more accurate information, you can refer to local authorities or relevant Tibetan educational organizations.",0.7016,Not Correct,Not Correct,Halucinate,0,1,540,157,3.439490446,1
Which section of Dumka Sadar Hospital contains the outpatient pharmacy?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The outpatient pharmacy is located in the OPD block, near the main outpatient registration area of Dumka Sadar Hospital."," To provide an accurate answer, I would need specific information about Dumka Sadar Hospital's layout or floor plan. However, in general, outpatient pharmacies are often located near the main entrance or in a convenient area where patients can easily access them after their appointments. It's always best to ask hospital staff for direction when you arrive.",0.785,Correct,Not Correct,Ok,1,1,358,120,2.983333333,0
Which temple inside Baidyanathdham is the main shrine?,Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The main shrine inside Baidyanathdham is the Baba Baidyanath Jyotirlinga temple, housing one of the twelve Jyotirlingas."," The main shrine in Baidyanathdham, a complex of temples dedicated to Lord Shiva located in Deogarh, Jharkhand, India, is the Atreya (or Atri) Koopa or Baba Baidyanath temple. This temple is also known as Vaidyanath Temple and is one of the twelve Jyotirlingas, which are considered the most sacred abodes of Lord Shiva according to Hindu mythology. The other temples within the complex are subordinate to this main temple.",0.7482,Not Correct,Not Correct,Halucinate,0,1,423,120,3.525,1
Which town is next to Dumka?,Relational Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"The nearest town to Dumka city is Shikaripara, located roughly 25 kilometres away."," The town nearest to Dumka, which is located in the Indian state of Jharkhand, is Deoghar. However, it's important to note that geographical proximity can sometimes be subjective, as there might be other towns or villages closer depending on specific boundaries and distances you are considering.",0.7699,Not Correct,Not Correct,Halucinate,1,1,296,82,3.609756098,1
Which towns on the Dumka–Deoghar route are served by regular bus services?,Relational Semantic Ambiguity | Location Geometry Type Ambiguity,N/A,N/A,N/A,N/A,"Towns served by regular bus services on the Dumka-Deoghar route include Jarmundi, Sarwan, and Mohanpur."," The Dumka-Deoghar route in India is served by several bus operators, and there are numerous towns and cities that have regular bus services along this route. Here are some of the major towns and cities:

1. Dumka: This is the starting point of the route, located in Jharkhand.

2. Barwadih: A town located in Deoghar district, Jharkhand.

3. Barhet: A town and a block in Deoghar district, Jharkhand.

4. Deoghar: Famous for the Baidyanath Dham temple, it is the final destination of this route, also located in Jharkhand.

5. Sahibganj: Located in Bihar, it's another important town on the way if you are traveling from Dumka via National Highway 39.

6. Jamtara: A town and a notified area committee in the Dumka district of Jharkhand.

7. Bhagalpur: Located in Bihar, it's another important city on the way if you are traveling from Sahibganj via National Highway 31.

8. Panki: A town and a notified area committee in the Dumka district of Jharkhand.

Please note that the availability of bus services can vary based on the season, operator, and day of the week. It's always best to check with a reliable travel agency or online bus booking platforms for the most accurate information.",0.7728,Not Correct,Not Correct,Halucinate,1,1,1190,103,11.55339806,1
Which village is the closest to the base camp of Trikut Buru?,Relational Semantic Ambiguity | Spatial Part Ambiguity,N/A,N/A,N/A,N/A,"The nearest village to the base camp of Trikut Buru is Trikut village (also known as Trikutpar), situated at the foothills."," The Trikut Buru peak, located in the Shivalik range of the Himalayas in Himachal Pradesh, India, doesn't have a specific base camp as such. However, a common starting point for treks to this region is the town of Dharamshala, which is about 120 km away and provides access to many trekking routes in the area.

For more specific information, I would recommend consulting with a local tour operator or mountain guide who specializes in treks in that region, as their knowledge will be most accurate and up-to-date.",0.7139,Not Correct,Not Correct,Halucinate,0,1,514,123,4.178861789,1
Which villages in Dumka are not reachable by roads?,Relational Semantic Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,A few remote villages in the hilly and forested areas of Kathikund and Gopikandar blocks in Dumka district have limited or no motorable road access during monsoons.," As of my last update, most villages in Dumka district, Jharkhand, India have some form of road access. However, due to the complex geography and remote locations, some villages may still be difficult to reach during certain seasons or under adverse weather conditions. For the most accurate information, I would recommend checking with local authorities or relief organizations for the latest status on specific villages that might not be directly accessible by roads.

For example, some of the remote areas in the Palamu division, which is adjacent to Dumka district, have been known to have villages difficult to access due to their terrain and distance from main roads. But again, this could change, so it's essential to get the most recent information before making any assumptions.",0.7382,Not Correct,Not Correct,Halucinate,0,1,787,164,4.798780488,1
Which villages were part of Dumka before the district division?,Temporal Spatial Ambiguity | Spatial Granularity Ambiguity,N/A,N/A,N/A,N/A,"Before the 2001 bifurcation, villages now falling in Jamtara district (including areas near Narayanpur, Jamtara Sadar, and Kundhit) were part of undivided Dumka district."," Before the district division, Dumka was a subdivision within the larger Tamar district in the Bengal Presidency of British India. The Tamar district, established in 1905, included several present-day villages and areas that are now part of the modern Dumka district in Jharkhand, India. Some of these villages and regions were:

1. Dumka (the headquarters)
2. Barari
3. Godda
4. Kushtia
5. Panki
6. Rajmahal
7. Sahibganj
8. Sonhat
9. Tundi
10. Usharam

After a series of administrative changes, the Dumka subdivision was upgraded to a district in 1972, when the Indian state of Bihar was reorganized and several districts were formed based on linguistic lines. In 2000, Jharkhand was carved out from the southern part of Bihar as a separate state, with Dumka being one of its districts.",0.558,Not Correct,Not Correct,Halucinate,0,0,787,170,4.629411765,1
"Within the Baidyanathdham complex, where is the main sanctum sanctorum?",Spatial Part Ambiguity | Semantic Result Ambiguity,N/A,N/A,N/A,N/A,"The main sanctum sanctorum (garbhagriha) is located at the centre of the Baidyanathdham temple complex, housing the Jyotirlinga."," In the Baidyanathdham complex, which is located in Deogarh, Jharkhand, India, the main sanctum sanctorum is dedicated to Lord Shiva and is called the ""Vaidyanath Temple."" The Vaidyanath Temple is one of the twelve Jyotirlingas, which are considered the most sacred abodes of Lord Shiva. It's important to note that the Baidyanathdham complex consists of several temples and shrines around the main temple, making it a significant pilgrimage site for Hindu devotees.",0.7254,Not Correct,Not Correct,Halucinate,0,1,466,128,3.640625,1
,,,,,,,,,,,,,,,,,155
